Step Number,Number Cells,Step Time,Memory (MB),step_values,step_image,get_neighbors,move_parallel,temp
1,1000,16.2186187,166.58984375,0.019319800000001663,0.02898139999999927,0.018873199999998036,0.2032929999999986,0.06871360000000237
2,1000,30.7774976,175.53515625,0.019057699999997624,0.028059199999994178,0.047311200000002884,0.33096499999999907,0.1544850000000011
3,1000,45.211221200000004,185.08984375,0.019013999999998532,0.02864169999999433,0.08967060000000515,0.4267600000000016,0.25305529999999976
4,1000,61.5753495,195.40625,0.018896200000000363,0.029102000000023054,0.12886069999998995,0.5592168999999956,0.3373425999999995
5,1000,82.2041611,205.7265625,0.01979199999999537,0.028770100000002685,0.239167899999984,0.7939566000000013,0.5390458999999908
6,1000,103.06564110000002,217.10546875,0.019230999999990672,0.028769799999963652,0.23824489999998377,0.9244000999999571,0.6374271000000249
