locations[0],locations[1],locations[2],radii,colors[0],colors[1],colors[2],hatching,removing,cell_type,division_set,div_thresh
18.083001756538334,2.3758942718443494,9.287244337197007,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
13.963920382848313,3.25767437028882,8.500983604405942,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.47051928188411,7.660428345774642,2.081543206774246,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
22.402780635433558,12.426356465757594,11.21022452467291,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.590554013568528,10.356240534865172,11.066805710861852,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
16.68388899724452,11.027644391806279,11.818458289197624,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.0220775012566383,14.52591014469149,0.7004951568885041,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
18.505587129070936,1.1673134522612993,2.815836551059279,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
15.019009968880063,1.273720476190816,5.317338063782319,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
0.4373627872022552,13.597592576062876,0.9534740781896193,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
15.587365467430624,5.1074748856963925,10.914310094887515,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
1.913257821401152,14.480185127055671,8.020757865741025,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
19.203062433612917,28.937957677427015,1.8553834826995923,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
19.652994741350827,6.605610195828415,13.748161088869113,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
26.154230620699828,18.440771361675836,14.754198129886465,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
17.581926729125712,23.968587761802862,3.2736967708075975,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
29.433209988012102,14.880769252892556,10.277726708338875,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
10.667237140984742,16.3562629335241,10.074472947980498,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.374089889419256,19.28271269607601,8.330634426525247,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
23.530514841458864,24.036860943853263,4.11406848728534,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.668609101069478,9.552219445355249,5.285451085777357,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
16.933234952580342,17.915411691767055,13.192831633146806,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
23.8720378892625,3.660860855108345,0.74617497014101,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
4.329358034596646,12.694840856790824,11.687407222418726,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.014036816156807,8.107341542340404,9.641368773633042,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
10.172282172926478,8.892539657852751,7.447265687679764,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
22.29135622589905,23.24958500235789,3.682165159745397,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.583057599149587,18.958356013337774,1.4378868537895362,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.02686330046147,6.079592157389599,6.467821017518756,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
5.457378792548801,12.33313209289856,2.1581762866610275,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
11.976145795146678,14.195273870642977,9.848612309741528,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
16.22097679019632,10.358182654210715,11.85733968801861,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
16.881250723452627,10.6204158517966,4.666146402668944,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
10.111421880321405,17.53787111006689,13.134357106913049,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
29.020314264641254,18.613475471579992,2.4525419897639926,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.380352368802495,5.213734779925438,4.794256028880917,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
4.391061760354988,15.297976748304151,2.004535915492279,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
20.276148651955328,7.67451447247287,14.440051832860625,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
12.232095895954311,4.893028353799073,9.460366082617186,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
6.825607355651924,2.3449477324473995,7.05711516182804,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
5.679945444912826,8.796555186955349,4.952033709208157,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
27.641248311305947,7.268050388761444,12.366170060051532,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.186870218680003,3.3128553324772194,6.109332324693903,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
8.172657717625377,17.134534156133043,0.11965078429363787,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
13.407040690164079,28.924127073173796,2.969158878671057,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
15.231057445250123,26.801399837723245,9.879565834457338,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
18.055396903578284,15.591626156488136,7.800799788826938,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
7.686790075114348,5.5367107382516485,9.786359771671515,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
17.01438830511038,0.9394908178671088,4.209539291145599,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
11.074623743035131,8.000511201892449,7.527424271082952,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
7.39140594060588,27.453116642672622,11.936847783052421,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
11.257254340380664,24.596166098808315,8.052826758051456,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
20.963675277629253,26.305268733580178,6.412300033386593,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
17.94118627793974,7.18842141950965,1.6354097170721782,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.368529950096416,25.470707416491866,6.668172947021205,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
20.900496027830094,12.282380575987276,7.479259159303586,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
1.842289967651712,15.808286579836984,3.680406600619818,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
10.087709232901442,28.923068736335754,9.919376576789906,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
19.973832194688153,24.3122847312168,12.472108102051907,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
12.696296992009072,16.63716178500626,14.115668204863503,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
16.519212800863368,14.12853866859792,6.024661729157317,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
22.463278401371763,15.664435329580677,9.873200475017045,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
13.412011469204817,9.45640938395763,9.74642182464841,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
15.413043168889642,19.82602534036243,14.684089720467478,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
13.341051134725419,17.66978960129594,3.1663113482486844,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
21.081595241338448,6.768457553247411,8.959122857144534,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
