locations[0],locations[1],locations[2],radii,colors[0],colors[1],colors[2],hatching,removing,cell_type,division_set,div_thresh
17.784355133445093,2.395476838221926,9.307901481459266,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
14.147217382723843,3.4944473914703336,8.519442918510432,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.639308757212707,7.9003840370874086,2.1442439182926107,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
22.229221622522036,12.64903198281607,11.311678372012075,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.5744884202855878,10.630148848327893,11.188115778574614,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
16.756399155649788,11.268883459045652,11.981387689139806,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.0524877151446224,14.248286275929814,0.5909497033767898,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
18.427054425002428,0.9428645761730493,2.632928605867142,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
15.024664779120105,1.543159650844776,5.185540665162536,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
0.2003129355433044,13.744866099723161,0.8433928488307828,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
15.43934809196719,4.887184863729823,11.054178471523855,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
1.9040818850477377,14.76086730081416,8.12627241225594,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.979311179306436,28.784787967831885,1.983736185276593,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
19.911817661573497,6.745743469109138,13.80624173699773,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
25.951273303170115,18.659128252770515,14.720603556327472,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
17.6214627734132,24.0379078678756,2.9845054429705367,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
29.70032943286153,14.76073236937549,10.342829310274933,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
10.400048270638955,16.297330408797237,10.197505728541858,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.64039227964081,19.189828217890312,8.228382234986594,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
23.28759867795208,23.88252197272148,4.029385434098007,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.529145349463885,9.522980544811576,5.0214530769153765,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
17.199007126640158,17.903564837199113,13.054178095390403,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
23.749191875864604,3.4018290155470674,0.6577930540849264,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
4.203543354268347,12.816627359471495,11.44381183252249,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.147437749283533,8.364189545737823,9.562417559635545,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
10.36692667596729,9.106878718547629,7.525829575671843,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
22.534280369494198,23.4039201689592,3.7668322537590067,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
24.771558072620092,18.72806558514212,1.4000201113516575,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
