locations[0],locations[1],locations[2],radii,colors[0],colors[1],colors[2],hatching,removing,cell_type,division_set,div_thresh
17.578911220707987,2.074848118754593,9.3539601799616,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
13.944864331578769,3.2772534981506385,8.491440556167717,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.47483936902087,7.641550203172745,2.0984474625021137,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
21.914780070318255,12.708421998866577,11.10576439485856,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.969887255180249,10.783403832199191,10.948879328997924,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
16.682605418293967,10.962051294608527,11.970565940864244,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
3.027886476853413,14.524318987752157,0.7064601620735389,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
18.50210973420044,1.16696127483172,2.818091553554884,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
14.798556797960172,1.099089777438755,5.297605661180948,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
0.34357103397914535,13.637084592906692,1.010522472608994,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
15.591795172981197,5.1048879858896425,10.915080405207044,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
1.9748789994699993,14.461278722870073,8.102972972241908,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
19.21209236776789,28.903053849299173,1.8275959651421485,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
19.656252449370527,6.608362956650388,13.724383131221131,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
26.161281428840446,18.446288876559052,14.748673119210721,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.02861407547896,23.892848970460673,3.6529903124637495,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
29.438792455229986,14.95878727964732,10.289489759055018,0.5,255.0,50.0,50.0,0.0,0.0,1.0,0.0,1.0
10.66650361665329,16.350865930474725,10.070466021193731,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
18.0074562195807,19.37398557810775,8.374384003692844,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
23.536782765157373,24.023612077730654,4.121171356370448,0.5,255.0,255.0,0.0,0.0,0.0,2.0,0.0,1.0
